x-axis,1,2
second,Volt,Volt
-2.000000E+00,-996.231E-03,-982.412E-03
-1.998000E+00,-996.231E-03,-982.412E-03
-1.996000E+00,-997.487E-03,-983.668E-03
-1.994000E+00,-997.487E-03,-983.668E-03
-1.992000E+00,-997.990E-03,-983.668E-03
-1.990000E+00,-998.744E-03,-983.668E-03
-1.988000E+00,-998.744E-03,-984.422E-03
-1.986000E+00,-1.000000E+00,-984.925E-03
-1.984000E+00,-1.000000E+00,-984.925E-03
-1.982000E+00,-1.001256E+00,-984.925E-03
-1.980000E+00,-1.001256E+00,-986.181E-03
-1.978000E+00,-1.001256E+00,-986.181E-03
-1.976000E+00,-1.002513E+00,-986.181E-03
-1.974000E+00,-1.002513E+00,-986.181E-03
-1.972000E+00,-1.002513E+00,-986.181E-03
-1.970000E+00,-1.003769E+00,-987.437E-03
-1.968000E+00,-1.003769E+00,-987.437E-03
-1.966000E+00,-1.003769E+00,-987.437E-03
-1.964000E+00,-1.003769E+00,-987.437E-03
-1.962000E+00,-1.005025E+00,-987.940E-03
-1.960000E+00,-1.005025E+00,-988.693E-03
-1.958000E+00,-1.005025E+00,-989.447E-03
-1.956000E+00,-1.005025E+00,-989.950E-03
-1.954000E+00,-1.006030E+00,-989.950E-03
-1.952000E+00,-1.006281E+00,-989.950E-03
-1.950000E+00,-1.006281E+00,-991.206E-03
-1.948000E+00,-1.006281E+00,-991.206E-03
-1.946000E+00,-1.006281E+00,-992.462E-03
-1.944000E+00,-1.006281E+00,-992.462E-03
-1.942000E+00,-1.006784E+00,-993.719E-03
-1.940000E+00,-1.007538E+00,-993.719E-03
-1.938000E+00,-1.007538E+00,-994.472E-03
-1.936000E+00,-1.007538E+00,-994.975E-03
-1.934000E+00,-1.007538E+00,-994.975E-03
-1.932000E+00,-1.008794E+00,-996.231E-03
-1.930000E+00,-1.008794E+00,-996.231E-03
-1.928000E+00,-1.008794E+00,-997.487E-03
-1.926000E+00,-1.008794E+00,-997.487E-03
-1.924000E+00,-1.009799E+00,-997.487E-03
-1.922000E+00,-1.010050E+00,-998.744E-03
-1.920000E+00,-1.010050E+00,-998.744E-03
-1.918000E+00,-1.010050E+00,-999.497E-03
-1.916000E+00,-1.010301E+00,-1.000000E+00
-1.914000E+00,-1.011307E+00,-1.000000E+00
-1.912000E+00,-1.011307E+00,-1.000503E+00
-1.910000E+00,-1.011307E+00,-1.001256E+00
-1.908000E+00,-1.012563E+00,-1.001256E+00
-1.906000E+00,-1.012563E+00,-1.001256E+00
-1.904000E+00,-1.012563E+00,-1.002261E+00
