x-axis,1,2,time,in,out,
second,Volt,Volt,t,1,2,
0.141,-0.503,-0.166,0.241,2.42,0.613,
0.141,-0.296,-0.166,0.241,2.62,0.613,
0.141,-0.177,-0.166,0.241,2.74,0.613,
0.141,-0.146,-0.166,0.241,2.77,0.613,
0.142,-0.186,-0.166,0.242,2.73,0.613,
0.142,-0.293,-0.166,0.242,2.63,0.613,
0.142,-0.462,-0.166,0.242,2.46,0.613,
0.142,-0.687,-0.171,0.242,2.23,0.608,
0.142,-0.92,-0.178,0.242,2,0.601,
0.143,-1.18,-0.197,0.243,1.74,0.582,
0.143,-1.41,-0.22,0.243,1.51,0.559,
0.143,-1.63,-0.241,0.243,1.29,0.538,
0.143,-1.8,-0.246,0.243,1.12,0.533,
0.143,-1.92,-0.255,0.243,0.995,0.524,
0.144,-2,-0.292,0.244,0.916,0.487,
0.144,-2.03,-0.316,0.244,0.894,0.463,
0.144,-1.99,-0.327,0.244,0.925,0.452,
0.144,-1.92,-0.338,0.244,1,0.441,
0.144,-1.81,-0.361,0.244,1.11,0.418,
0.145,-1.66,-0.388,0.245,1.26,0.391,
0.145,-1.51,-0.401,0.245,1.41,0.378,
0.145,-1.34,-0.402,0.245,1.58,0.377,
0.145,-1.17,-0.407,0.245,1.75,0.372,
0.145,-1.02,-0.407,0.245,1.9,0.372,
0.146,-0.87,-0.41,0.246,2.05,0.369,
0.146,-0.756,-0.412,0.246,2.16,0.367,
0.146,-0.668,-0.412,0.246,2.25,0.367,
0.146,-0.595,-0.417,0.246,2.32,0.362,
0.146,-0.554,-0.417,0.246,2.37,0.362,
0.147,-0.545,-0.417,0.247,2.37,0.362,
0.147,-0.561,-0.417,0.247,2.36,0.362,
0.147,-0.608,-0.417,0.247,2.31,0.362,
0.147,-0.683,-0.422,0.247,2.24,0.357,
0.147,-0.778,-0.427,0.247,2.14,0.352,
0.148,-0.909,-0.435,0.248,2.01,0.344,
0.148,-1.04,-0.446,0.248,1.88,0.333,
0.148,-1.2,-0.457,0.248,1.72,0.322,
0.148,-1.36,-0.473,0.248,1.56,0.306,
0.148,-1.51,-0.482,0.248,1.41,0.297,
0.149,-1.68,-0.485,0.249,1.24,0.294,
0.149,-1.81,-0.491,0.249,1.11,0.288,
0.149,-1.92,-0.508,0.249,1,0.271,
0.149,-1.99,-0.54,0.249,0.928,0.239,
0.149,-2.01,-0.56,0.249,0.91,0.219,
0.15,-1.98,-0.566,0.25,0.942,0.213,
0.15,-1.9,-0.572,0.25,1.02,0.207,
0.15,-1.75,-0.588,0.25,1.17,0.191,
0.15,-1.55,-0.609,0.25,1.36,0.17,
0.15,-1.32,-0.625,0.25,1.6,0.154,
0.151,-1.03,-0.633,0.251,1.89,0.146,
0.151,-0.742,-0.633,0.251,2.18,0.146,
0.151,-0.422,-0.633,0.251,2.5,0.146,
0.151,-0.118,-0.622,0.251,2.8,0.157,
0.151,0.165,-0.608,0.251,3.08,0.171,
0.152,0.455,-0.585,0.252,3.37,0.194,
0.152,0.685,-0.569,0.252,3.61,0.21,
0.152,0.894,-0.563,0.252,3.81,0.216,
0.152,1.06,-0.556,0.252,3.98,0.223,
0.152,1.18,-0.524,0.252,4.1,0.255,
0.153,1.26,-0.489,0.253,4.18,0.29,
0.153,1.29,-0.483,0.253,4.21,0.296,
0.153,1.29,-0.467,0.253,4.21,0.312,
0.153,1.25,-0.435,0.253,4.17,0.344,
0.153,1.19,-0.41,0.253,4.11,0.369,
0.154,1.09,-0.404,0.254,4.01,0.375,
0.154,0.982,-0.398,0.254,3.9,0.381,
0.154,0.849,-0.382,0.254,3.77,0.397,
0.154,0.699,-0.36,0.254,3.62,0.419,
0.154,0.56,-0.34,0.254,3.48,0.439,
0.155,0.387,-0.332,0.255,3.31,0.447,
0.155,0.235,-0.327,0.255,3.15,0.452,
0.155,0.0804,-0.327,0.255,3,0.452,
0.155,-0.0724,-0.327,0.255,2.85,0.452,
0.155,-0.197,-0.327,0.255,2.72,0.452,
0.156,-0.325,-0.327,0.256,2.59,0.452,
0.156,-0.422,-0.327,0.256,2.5,0.452,
0.156,-0.518,-0.327,0.256,2.4,0.452,
0.156,-0.591,-0.327,0.256,2.33,0.452,
0.156,-0.644,-0.327,0.256,2.28,0.452,
0.157,-0.687,-0.332,0.257,2.23,0.447,
0.157,-0.718,-0.332,0.257,2.2,0.447,
0.157,-0.734,-0.337,0.257,2.19,0.442,
0.157,-0.74,-0.342,0.257,2.18,0.437,
0.157,-0.749,-0.349,0.257,2.17,0.43,
0.158,-0.744,-0.36,0.258,2.18,0.419,
0.158,-0.74,-0.367,0.258,2.18,0.412,
0.158,-0.734,-0.377,0.258,2.19,0.402,
0.158,-0.718,-0.382,0.258,2.2,0.397,
0.158,-0.702,-0.387,0.258,2.22,0.392,
0.159,-0.667,-0.392,0.259,2.25,0.387,
0.159,-0.627,-0.392,0.259,2.29,0.387,
0.159,-0.573,-0.397,0.259,2.35,0.382,
0.159,-0.504,-0.397,0.259,2.42,0.382,
0.159,-0.425,-0.397,0.259,2.49,0.382,
0.16,-0.319,-0.397,0.26,2.6,0.382,
0.16,-0.2,-0.397,0.26,2.72,0.382,
0.16,-0.0603,-0.392,0.26,2.86,0.387,
0.16,0.106,-0.387,0.26,3.03,0.392,
0.16,0.269,-0.375,0.26,3.19,0.404,
0.161,0.465,-0.359,0.261,3.38,0.42,
0.161,0.647,-0.342,0.261,3.57,0.437,
0.161,0.834,-0.327,0.261,3.75,0.452,
0.161,0.999,-0.322,0.261,3.92,0.457,
0.161,1.12,-0.315,0.261,4.04,0.464,
0.162,1.23,-0.285,0.262,4.15,0.494,
0.162,1.27,-0.257,0.262,4.19,0.522,
0.162,1.28,-0.246,0.262,4.2,0.533,
0.162,1.22,-0.24,0.262,4.14,0.539,
0.162,1.12,-0.222,0.262,4.04,0.557,
0.163,0.968,-0.193,0.263,3.89,0.586,
0.163,0.786,-0.177,0.263,3.71,0.602,
0.163,0.593,-0.166,0.263,3.51,0.613,
0.163,0.375,-0.166,0.263,3.29,0.613,
0.163,0.182,-0.164,0.263,3.1,0.615,
0.164,-0.0231,-0.161,0.264,2.9,0.618,
0.164,-0.186,-0.161,0.264,2.73,0.618,
0.164,-0.337,-0.161,0.264,2.58,0.618,
0.164,-0.469,-0.166,0.264,2.45,0.613,
0.164,-0.58,-0.166,0.264,2.34,0.613,
0.165,-0.672,-0.169,0.265,2.25,0.61,
0.165,-0.763,-0.171,0.265,2.16,0.608,
0.165,-0.859,-0.181,0.265,2.06,0.598,
0.165,-0.95,-0.197,0.265,1.97,0.582,
0.165,-1.03,-0.216,0.265,1.89,0.563,
0.166,-1.1,-0.229,0.266,1.82,0.55,
0.166,-1.17,-0.24,0.266,1.75,0.539,
0.166,-1.24,-0.246,0.266,1.68,0.533,
0.166,-1.23,-0.247,0.266,1.69,0.532,
0.166,-1.2,-0.256,0.266,1.72,0.523,
0.167,-1.11,-0.274,0.267,1.81,0.505,
0.167,-0.984,-0.29,0.267,1.94,0.489,
0.167,-0.774,-0.302,0.267,2.15,0.477,
0.167,-0.516,-0.307,0.267,2.4,0.472,
0.167,-0.237,-0.307,0.267,2.68,0.472,
0.168,0.0925,-0.298,0.268,3.01,0.481,
0.168,0.398,-0.282,0.268,3.32,0.497,
0.168,0.704,-0.261,0.268,3.62,0.518,
0.168,0.984,-0.246,0.268,3.9,0.533,
0.168,1.19,-0.244,0.268,4.11,0.535,
0.169,1.36,-0.231,0.269,4.28,0.548,
0.169,1.43,-0.203,0.269,4.35,0.576,
0.169,1.44,-0.171,0.269,4.36,0.608,
0.169,1.39,-0.165,0.269,4.31,0.614,
0.169,1.29,-0.154,0.269,4.21,0.625,
0.17,1.14,-0.133,0.27,4.06,0.646,
0.17,0.999,-0.108,0.27,3.92,0.671,
0.17,0.839,-0.0955,0.27,3.76,0.684,
0.17,0.691,-0.0854,0.27,3.61,0.694,
0.17,0.584,-0.0854,0.27,3.5,0.694,
0.171,0.492,-0.0854,0.271,3.41,0.694,
0.171,0.435,-0.0804,0.271,3.35,0.699,
0.171,0.407,-0.0804,0.271,3.33,0.699,
0.171,0.389,-0.0754,0.271,3.31,0.704,
0.171,0.367,-0.0754,0.271,3.29,0.704,
0.172,0.36,-0.0704,0.272,3.28,0.709,
0.172,0.349,-0.0653,0.272,3.27,0.714,
0.172,0.312,-0.0553,0.272,3.23,0.724,
0.172,0.236,-0.0503,0.272,3.16,0.729,
0.172,0.144,-0.0482,0.272,3.06,0.731,
0.173,0.0161,-0.0452,0.273,2.94,0.734,
0.173,-0.108,-0.0452,0.273,2.81,0.734,
0.173,-0.251,-0.0452,0.273,2.67,0.734,
0.173,-0.384,-0.0563,0.273,2.54,0.723,
0.173,-0.496,-0.0603,0.273,2.42,0.719,
0.174,-0.59,-0.0704,0.274,2.33,0.709,
0.174,-0.64,-0.0754,0.274,2.28,0.704,
0.174,-0.658,-0.0804,0.274,2.26,0.699,
0.174,-0.635,-0.0804,0.274,2.28,0.699,
0.174,-0.573,-0.0854,0.274,2.35,0.694,
0.175,-0.477,-0.0854,0.275,2.44,0.694,
0.175,-0.369,-0.0854,0.275,2.55,0.694,
0.175,-0.241,-0.0854,0.275,2.68,0.694,
0.175,-0.103,-0.0854,0.275,2.82,0.694,
0.175,0.0261,-0.0854,0.275,2.95,0.694,
0.176,0.175,-0.0854,0.276,3.09,0.694,
0.176,0.298,-0.0854,0.276,3.22,0.694,
0.176,0.427,-0.0804,0.276,3.35,0.699,
0.176,0.549,-0.0804,0.276,3.47,0.699,
0.176,0.643,-0.0754,0.276,3.56,0.704,
0.177,0.736,-0.0673,0.277,3.66,0.712,
0.177,0.805,-0.0563,0.277,3.72,0.723,
0.177,0.854,-0.0352,0.277,3.77,0.744,
0.177,0.867,-0.0191,0.277,3.79,0.76,
0.177,0.838,-0.00804,0.277,3.76,0.771,
0.178,0.763,-0.00503,0.278,3.68,0.774,
0.178,0.655,-0.00503,0.278,3.57,0.774,
0.178,0.508,0,0.278,3.43,0.779,
0.178,0.31,0,0.278,3.23,0.779,
0.178,0.103,0,0.278,3.02,0.779,
0.179,-0.123,0,0.279,2.8,0.779,
0.179,-0.328,0,0.279,2.59,0.779,
0.179,-0.623,0,0.279,2.3,0.779,
0.179,-0.834,-0.00503,0.279,2.09,0.774,
0.179,-0.989,-0.0101,0.279,1.93,0.769,
0.18,-1.11,-0.0231,0.28,1.81,0.756,
0.18,-1.15,-0.0442,0.28,1.77,0.735,
0.18,-1.21,-0.0653,0.28,1.71,0.714,
0.18,-1.19,-0.0804,0.28,1.73,0.699,
0.18,-1.09,-0.0824,0.28,1.83,0.697,
0.181,-0.914,-0.0854,0.281,2.01,0.694,
0.181,-0.708,-0.0854,0.281,2.21,0.694,
0.181,-0.452,-0.0905,0.281,2.47,0.689,
0.181,-0.18,-0.0905,0.281,2.74,0.689,
0.181,0.0724,-0.0905,0.281,2.99,0.689,
0.182,0.344,-0.0874,0.282,3.26,0.692,
0.182,0.585,-0.0854,0.282,3.5,0.694,
0.182,0.779,-0.0804,0.282,3.7,0.699,
0.182,0.937,-0.0804,0.282,3.86,0.699,
0.182,1.03,-0.0714,0.282,3.95,0.708,
0.183,1.07,-0.0492,0.283,3.99,0.73,
0.183,1.05,-0.0261,0.283,3.97,0.753,
0.183,0.975,-0.0101,0.283,3.89,0.769,
0.183,0.854,-0.00503,0.283,3.77,0.774,
0.183,0.702,-0.00503,0.283,3.62,0.774,
0.184,0.512,0,0.284,3.43,0.779,
0.184,0.323,0,0.284,3.24,0.779,
0.184,0.151,0,0.284,3.07,0.779,
0.184,-0.00804,0,0.284,2.91,0.779,
0.184,-0.123,0,0.284,2.8,0.779,
0.185,-0.203,0,0.285,2.72,0.779,
0.185,-0.239,0,0.285,2.68,0.779,
0.185,-0.226,0,0.285,2.69,0.779,
0.185,-0.166,-0.00101,0.285,2.75,0.778,
0.185,-0.0734,-0.00503,0.285,2.85,0.774,
0.186,0.0673,-0.00503,0.286,2.99,0.774,
0.186,0.207,-0.00503,0.286,3.13,0.774,
0.186,0.352,0,0.286,3.27,0.779,
0.186,0.501,0,0.286,3.42,0.779,
0.186,0.613,0.00201,0.286,3.53,0.781,
0.187,0.727,0.0101,0.287,3.65,0.789,
0.187,0.831,0.0241,0.287,3.75,0.803,
0.187,0.894,0.0402,0.287,3.81,0.819,
0.187,0.92,0.0563,0.287,3.84,0.835,
0.187,0.913,0.0673,0.287,3.83,0.846,
0.188,0.902,0.0754,0.288,3.82,0.854,
0.188,0.862,0.0754,0.288,3.78,0.854,
0.188,0.799,0.0804,0.288,3.72,0.859,
0.188,0.766,0.0854,0.288,3.69,0.864,
0.188,0.718,0.0905,0.288,3.64,0.87,
0.189,0.648,0.101,0.289,3.57,0.88,
0.189,0.583,0.111,0.289,3.5,0.89,
0.189,0.497,0.121,0.289,3.42,0.9,
0.189,0.39,0.126,0.289,3.31,0.905,
0.189,0.273,0.129,0.289,3.19,0.908,
0.19,0.119,0.131,0.29,3.04,0.91,
0.19,-0.0503,0.131,0.29,2.87,0.91,
0.19,-0.246,0.121,0.29,2.67,0.9,
0.19,-0.491,0.106,0.29,2.43,0.885,
0.19,-0.734,0.0935,0.29,2.19,0.873,
0.191,-1.04,0.0804,0.291,1.88,0.859,
0.191,-1.32,0.0764,0.291,1.6,0.855,
0.191,-1.61,0.0653,0.291,1.31,0.844,
0.191,-1.89,0.0332,0.291,1.03,0.812,
0.191,-2.13,0.00302,0.291,0.791,0.782,
0.192,-2.36,-0.00503,0.292,0.564,0.774,
0.192,-2.51,-0.0372,0.292,0.411,0.742,
0.192,-2.62,-0.0754,0.292,0.296,0.704,
0.192,-2.66,-0.0864,0.292,0.255,0.693,
0.192,-2.64,-0.119,0.292,0.277,0.66,
0.193,-2.56,-0.159,0.293,0.36,0.62,
0.193,-2.41,-0.17,0.293,0.507,0.609,
0.193,-2.21,-0.201,0.293,0.709,0.578,
0.193,-1.96,-0.233,0.293,0.96,0.546,
0.193,-1.69,-0.243,0.293,1.23,0.536,
0.194,-1.37,-0.249,0.294,1.55,0.53,
0.194,-1.08,-0.256,0.294,1.84,0.523,
0.194,-0.779,-0.266,0.294,2.14,0.513,
0.194,-0.504,-0.271,0.294,2.42,0.508,
0.194,-0.282,-0.271,0.294,2.64,0.508,
0.195,-0.0834,-0.266,0.295,2.84,0.513,
0.195,0.0432,-0.261,0.295,2.96,0.518,
0.195,0.121,-0.256,0.295,3.04,0.523,
0.195,0.135,-0.25,0.295,3.05,0.529,
0.195,0.0905,-0.246,0.295,3.01,0.533,
0.196,-0.0211,-0.246,0.296,2.9,0.533,
0.196,-0.156,-0.246,0.296,2.76,0.533,
0.196,-0.347,-0.246,0.296,2.57,0.533,
0.196,-0.568,-0.246,0.296,2.35,0.533,
0.196,-0.792,-0.246,0.296,2.13,0.533,
0.197,-1.03,-0.254,0.297,1.89,0.525,
0.197,-1.24,-0.269,0.297,1.68,0.51,
0.197,-1.43,-0.291,0.297,1.49,0.488,
0.197,-1.6,-0.313,0.297,1.32,0.466,
0.197,-1.72,-0.322,0.297,1.2,0.457,
0.198,-1.81,-0.33,0.298,1.11,0.449,
0.198,-1.84,-0.346,0.298,1.08,0.433,
0.198,-1.82,-0.377,0.298,1.1,0.402,
0.198,-1.77,-0.398,0.298,1.15,0.381,
0.198,-1.66,-0.402,0.298,1.26,0.377,
0.199,-1.52,-0.407,0.299,1.4,0.372,
0.199,-1.37,-0.412,0.299,1.55,0.367,
0.199,-1.17,-0.422,0.299,1.75,0.357,
0.199,-0.962,-0.432,0.299,1.96,0.347,
0.199,-0.753,-0.437,0.299,2.17,0.342,
0.2,-0.509,-0.442,0.3,2.41,0.337,
0.2,-0.294,-0.438,0.3,2.63,0.341,
0.2,-0.0804,-0.432,0.3,2.84,0.347,
0.2,0.132,-0.422,0.3,3.05,0.357,
0.2,0.307,-0.412,0.3,3.23,0.367,
0.201,0.489,-0.407,0.301,3.41,0.372,
0.201,0.62,-0.402,0.301,3.54,0.377,
0.201,0.724,-0.397,0.301,3.64,0.382,
0.201,0.791,-0.386,0.301,3.71,0.393,
0.201,0.812,-0.363,0.301,3.73,0.416,
0.202,0.79,-0.339,0.302,3.71,0.44,
0.202,0.728,-0.328,0.302,3.65,0.451,
0.202,0.628,-0.322,0.302,3.55,0.457,
0.202,0.497,-0.321,0.302,3.42,0.458,
0.202,0.342,-0.315,0.302,3.26,0.464,
0.203,0.166,-0.307,0.303,3.09,0.472,
0.203,-0.00503,-0.297,0.303,2.91,0.482,
0.203,-0.176,-0.296,0.303,2.74,0.483,
0.203,-0.331,-0.297,0.303,2.59,0.482,
0.203,-0.456,-0.302,0.303,2.46,0.477,
0.204,-0.568,-0.305,0.304,2.35,0.474,
0.204,-0.635,-0.311,0.304,2.28,0.468,
0.204,-0.673,-0.317,0.304,2.25,0.462,
0.204,-0.661,-0.317,0.304,2.26,0.462,
0.204,-0.617,-0.322,0.304,2.3,0.457,
0.205,-0.546,-0.322,0.305,2.37,0.457,
0.205,-0.462,-0.322,0.305,2.46,0.457,
0.205,-0.347,-0.322,0.305,2.57,0.457,
0.205,-0.234,-0.322,0.305,2.69,0.457,
0.205,-0.122,-0.322,0.305,2.8,0.457,
0.206,-0.00201,-0.322,0.306,2.92,0.457,
0.206,0.104,-0.317,0.306,3.02,0.462,
0.206,0.196,-0.312,0.306,3.12,0.467,
0.206,0.269,-0.302,0.306,3.19,0.477,
0.206,0.318,-0.291,0.306,3.24,0.488,
0.207,0.355,-0.278,0.307,3.27,0.501,
0.207,0.319,-0.263,0.307,3.24,0.516,
0.207,0.302,-0.256,0.307,3.22,0.523,
0.207,0.229,-0.25,0.307,3.15,0.529,
0.207,0.12,-0.246,0.307,3.04,0.533,
0.208,-0.0271,-0.246,0.308,2.89,0.533,
0.208,-0.185,-0.246,0.308,2.73,0.533,
0.208,-0.382,-0.246,0.308,2.54,0.533,
0.208,-0.597,-0.246,0.308,2.32,0.533,
0.208,-0.805,-0.251,0.308,2.11,0.528,
0.209,-1.03,-0.259,0.309,1.89,0.52,
0.209,-1.21,-0.27,0.309,1.71,0.509,
0.209,-1.36,-0.296,0.309,1.56,0.483,
0.209,-1.48,-0.313,0.309,1.44,0.466,
0.209,-1.53,-0.322,0.309,1.39,0.457,
0.21,-1.55,-0.327,0.31,1.37,0.452,
0.21,-1.51,-0.336,0.31,1.41,0.443,
0.21,-1.41,-0.352,0.31,1.51,0.427,
0.21,-1.28,-0.373,0.31,1.64,0.406,
0.21,-1.14,-0.389,0.31,1.78,0.39,
0.211,-0.965,-0.397,0.311,1.95,0.382,
0.211,-0.803,-0.402,0.311,2.12,0.377,
0.211,-0.643,-0.402,0.311,2.28,0.377,
0.211,-0.505,-0.402,0.311,2.42,0.377,
0.211,-0.383,-0.402,0.311,2.54,0.377,
0.212,-0.281,-0.402,0.312,2.64,0.377,
0.212,-0.206,-0.402,0.312,2.71,0.377,
0.212,-0.136,-0.397,0.312,2.78,0.382,
0.212,-0.0874,-0.397,0.312,2.83,0.382,
0.212,-0.0342,-0.392,0.312,2.89,0.387,
0.213,0.00603,-0.387,0.313,2.93,0.392,
0.213,0.0332,-0.377,0.313,2.95,0.402,
0.213,0.0452,-0.372,0.313,2.96,0.407,
0.213,0.0402,-0.362,0.313,2.96,0.417,
0.213,0.00402,-0.355,0.313,2.92,0.424,
0.214,-0.0734,-0.347,0.314,2.85,0.432,
0.214,-0.187,-0.343,0.314,2.73,0.436,
0.214,-0.342,-0.342,0.314,2.58,0.437,
0.214,-0.542,-0.343,0.314,2.38,0.436,
0.214,-0.769,-0.352,0.314,2.15,0.427,
0.215,-1.03,-0.362,0.315,1.89,0.417,
0.215,-1.26,-0.381,0.315,1.66,0.398,
0.215,-1.51,-0.392,0.315,1.41,0.387,
0.215,-1.69,-0.402,0.315,1.23,0.377,
0.215,-1.85,-0.407,0.315,1.07,0.372,
0.216,-1.94,-0.42,0.316,0.98,0.359,
0.216,-1.96,-0.446,0.316,0.964,0.333,
0.216,-1.92,-0.472,0.316,0.995,0.307,
0.216,-1.83,-0.482,0.316,1.09,0.297,
0.216,-1.69,-0.487,0.316,1.23,0.292,
0.217,-1.53,-0.495,0.317,1.39,0.284,
0.217,-1.36,-0.508,0.317,1.56,0.271,
0.217,-1.2,-0.523,0.317,1.72,0.256,
0.217,-1.06,-0.534,0.317,1.86,0.245,
0.217,-0.953,-0.543,0.317,1.97,0.236,
0.218,-0.862,-0.548,0.318,2.06,0.231,
0.218,-0.831,-0.552,0.318,2.09,0.227,
0.218,-0.814,-0.553,0.318,2.11,0.226,
0.218,-0.83,-0.558,0.318,2.09,0.221,
0.218,-0.846,-0.558,0.318,2.07,0.221,
0.219,-0.862,-0.563,0.319,2.06,0.216,
0.219,-0.85,-0.563,0.319,2.07,0.216,
0.219,-0.809,-0.563,0.319,2.11,0.216,
0.219,-0.731,-0.563,0.319,2.19,0.216,
0.219,-0.596,-0.563,0.319,2.32,0.216,
0.22,-0.401,-0.563,0.32,2.52,0.216,
0.22,-0.185,-0.563,0.32,2.73,0.216,
0.22,0.0854,-0.558,0.32,3.01,0.221,
0.22,0.391,-0.547,0.32,3.31,0.232,
0.22,0.691,-0.526,0.32,3.61,0.253,
0.221,1.04,-0.499,0.321,3.96,0.28,
0.221,1.31,-0.487,0.321,4.23,0.292,
0.221,1.59,-0.472,0.321,4.51,0.307,
0.221,1.79,-0.43,0.321,4.71,0.349,
0.221,1.93,-0.407,0.321,4.85,0.372,
0.222,2.01,-0.394,0.322,4.93,0.385,
0.222,2.01,-0.355,0.322,4.93,0.424,
0.222,1.94,-0.327,0.322,4.86,0.452,
0.222,1.82,-0.315,0.322,4.74,0.464,
0.222,1.66,-0.277,0.322,4.58,0.502,
0.223,1.46,-0.248,0.323,4.38,0.531,
0.223,1.27,-0.242,0.323,4.19,0.537,
0.223,1.09,-0.231,0.323,4.01,0.548,
0.223,0.936,-0.21,0.323,3.86,0.569,
0.223,0.833,-0.194,0.323,3.75,0.585,
0.224,0.774,-0.178,0.324,3.69,0.601,
0.224,0.788,-0.167,0.324,3.71,0.612,
0.224,0.839,-0.161,0.324,3.76,0.618,
0.224,0.933,-0.16,0.324,3.85,0.619,
0.224,1.06,-0.149,0.324,3.98,0.63,
0.225,1.18,-0.123,0.325,4.1,0.656,
0.225,1.29,-0.0975,0.325,4.21,0.682,
0.225,1.37,-0.0854,0.325,4.29,0.694,
0.225,1.39,-0.0804,0.325,4.31,0.699,
0.225,1.34,-0.0734,0.325,4.26,0.706,
0.226,1.22,-0.0492,0.326,4.14,0.73,
0.226,1.04,-0.0261,0.326,3.96,0.753,
0.226,0.794,-0.0151,0.326,3.71,0.764,
0.226,0.505,-0.00905,0.326,3.42,0.77,
0.226,0.218,-0.00503,0.326,3.14,0.774,
0.227,-0.102,-0.00503,0.327,2.82,0.774,
0.227,-0.366,-0.00905,0.327,2.55,0.77,
0.227,-0.613,-0.0151,0.327,2.31,0.764,
0.227,-0.792,-0.0261,0.327,2.13,0.753,
0.227,-0.897,-0.0422,0.327,2.02,0.737,
0.228,-0.943,-0.0633,0.328,1.98,0.716,
0.228,-0.927,-0.0744,0.328,1.99,0.705,
0.228,-0.849,-0.0804,0.328,2.07,0.699,
0.228,-0.753,-0.0804,0.328,2.17,0.699,
0.228,-0.656,-0.0854,0.328,2.26,0.694,
0.229,-0.561,-0.0854,0.329,2.36,0.694,
0.229,-0.513,-0.0854,0.329,2.41,0.694,
0.229,-0.508,-0.0905,0.329,2.41,0.689,
0.229,-0.564,-0.0955,0.329,2.36,0.684,
0.229,-0.676,-0.101,0.329,2.24,0.678,
0.23,-0.839,-0.111,0.33,2.08,0.668,
0.23,-1.01,-0.125,0.33,1.91,0.654,
0.23,-1.21,-0.151,0.33,1.71,0.628,
0.23,-1.38,-0.161,0.33,1.54,0.618,
0.23,-1.52,-0.166,0.33,1.4,0.613,
0.231,-1.62,-0.179,0.331,1.3,0.6,
0.231,-1.64,-0.2,0.331,1.28,0.579,
0.231,-1.61,-0.231,0.331,1.31,0.548,
0.231,-1.5,-0.241,0.331,1.42,0.538,
0.231,-1.35,-0.246,0.331,1.57,0.533,
0.232,-1.19,-0.251,0.332,1.73,0.528,
0.232,-0.995,-0.26,0.332,1.92,0.519,
0.232,-0.859,-0.271,0.332,2.06,0.508,
0.232,-0.749,-0.282,0.332,2.17,0.497,
0.232,-0.698,-0.291,0.332,2.22,0.488,
0.233,-0.734,-0.299,0.333,2.19,0.48,
0.233,-0.841,-0.306,0.333,2.08,0.473,
0.233,-1.02,-0.317,0.333,1.9,0.462,
0.233,-1.25,-0.322,0.333,1.67,0.457,
0.233,-1.53,-0.327,0.333,1.39,0.452,
0.234,-1.84,-0.335,0.334,1.08,0.444,
0.234,-2.12,-0.365,0.334,0.8,0.414,
0.234,-2.39,-0.397,0.334,0.528,0.382,
0.234,-2.6,-0.407,0.334,0.324,0.372,
0.234,-2.74,-0.423,0.334,0.181,0.356,
0.235,-2.8,-0.468,0.335,0.118,0.311,
0.235,-2.79,-0.486,0.335,0.134,0.293,
0.235,-2.68,-0.503,0.335,0.236,0.276,
0.235,-2.51,-0.544,0.335,0.414,0.235,
0.235,-2.28,-0.563,0.335,0.638,0.216,
0.236,-1.99,-0.568,0.336,0.926,0.211,
0.236,-1.7,-0.573,0.336,1.22,0.206,
0.236,-1.4,-0.588,0.336,1.52,0.191,
0.236,-1.09,-0.603,0.336,1.83,0.176,
0.236,-0.834,-0.603,0.336,2.09,0.176,
0.237,-0.573,-0.605,0.337,2.35,0.174,
0.237,-0.382,-0.598,0.337,2.54,0.181,
0.237,-0.231,-0.588,0.337,2.69,0.191,
0.237,-0.0995,-0.582,0.337,2.82,0.197,
0.237,-0.0261,-0.573,0.337,2.89,0.206,
0.238,0.0342,-0.568,0.338,2.95,0.211,
0.238,0.0693,-0.568,0.338,2.99,0.211,
0.238,0.0854,-0.563,0.338,3.01,0.216,
0.238,0.106,-0.562,0.338,3.03,0.217,
0.238,0.116,-0.553,0.338,3.04,0.226,
0.239,0.124,-0.54,0.339,3.04,0.239,
0.239,0.136,-0.528,0.339,3.06,0.251,
0.239,0.146,-0.508,0.339,3.07,0.271,
0.239,0.146,-0.502,0.339,3.07,0.277,
0.239,0.137,-0.492,0.339,3.06,0.287,
0.24,0.105,-0.487,0.34,3.02,0.292,
0.24,0.0553,-0.487,0.34,2.97,0.292,
0.24,0.00503,-0.482,0.34,2.92,0.297,
0.24,-0.0945,-0.482,0.34,2.83,0.297,
0.24,-0.163,-0.482,0.34,2.76,0.297,
0.241,-0.279,-0.479,0.341,2.64,0.3,
0.241,-0.371,-0.477,0.341,2.55,0.302,
0.241,-0.447,-0.477,0.341,2.47,0.302,
0.241,-0.504,-0.477,0.341,2.42,0.302,
0.241,-0.528,-0.477,0.341,2.39,0.302,
0.242,-0.502,-0.477,0.342,2.42,0.302,
0.242,-0.436,-0.477,0.342,2.48,0.302,
0.242,-0.327,-0.477,0.342,2.59,0.302,
0.242,-0.186,-0.477,0.342,2.73,0.302,
0.242,-0.0201,-0.472,0.342,2.9,0.307,
0.243,0.164,-0.462,0.343,3.08,0.317,
0.243,0.337,-0.443,0.343,3.26,0.336,
0.243,0.497,-0.427,0.343,3.42,0.352,
0.243,0.619,-0.412,0.343,3.54,0.367,
0.243,0.687,-0.407,0.343,3.61,0.372,
0.244,0.703,-0.402,0.344,3.62,0.377,
0.244,0.657,-0.398,0.344,3.58,0.381,
0.244,0.553,-0.387,0.344,3.47,0.392,
0.244,0.401,-0.371,0.344,3.32,0.408,
0.244,0.222,-0.355,0.344,3.14,0.424,
0.245,0.00905,-0.347,0.345,2.93,0.432,
0.245,-0.18,-0.342,0.345,2.74,0.437,
0.245,-0.352,-0.347,0.345,2.57,0.432,
