0.000	190.000
0.010	189.000
0.020	189.000
0.030	189.000
0.040	189.000
0.050	189.000
0.060	189.000
0.070	189.000
0.080	189.000
0.090	189.000
0.100	189.000
0.110	189.000
0.120	189.000
0.130	189.000
0.140	189.000
0.150	189.000
0.160	189.000
0.170	189.000
0.180	189.000
0.190	190.000
0.200	190.000
0.210	190.000
0.220	190.000
0.230	190.000
0.240	190.000
0.250	190.000
0.260	190.000
0.270	190.000
0.280	190.000
0.290	190.000
0.300	190.000
0.310	190.000
0.320	190.000
0.330	189.000
0.340	189.000
0.350	189.000
0.360	189.000
0.370	189.000
0.380	189.000
0.390	189.000
0.400	189.000
0.410	189.000
0.420	189.000
0.430	189.000
0.440	189.000
0.450	189.000
0.460	189.000
0.470	189.000
0.480	189.000
0.490	189.000
0.500	189.000
0.510	189.000
0.520	183.000
0.530	173.000
0.540	160.000
0.550	143.000
0.560	124.000
0.570	102.000
0.580	79.000
0.590	54.000
0.600	29.000
0.610	3.000
0.620	-22.000
0.630	-46.000
0.640	-69.000
0.650	-90.000
0.660	-109.000
0.670	-124.000
0.680	-137.000
0.690	-147.000
0.700	-153.000
0.710	-156.000
0.720	-156.000
0.730	-152.000
0.740	-143.000
0.750	-132.000
0.760	-118.000
0.770	-102.000
0.780	-84.000
0.790	-64.000
0.800	-43.000
0.810	-21.000
0.820	1.000
0.830	22.000
0.840	42.000
0.850	62.000
0.860	80.000
0.870	95.000
0.880	108.000
0.890	118.000
0.900	125.000
0.910	130.000
0.920	131.000
0.930	130.000
0.940	125.000
0.950	116.000
0.960	106.000
0.970	92.000
0.980	77.000
0.990	61.000
1.000	43.000
1.010	24.000
1.020	5.000
1.030	-13.000
1.040	-31.000
1.050	-48.000
1.060	-63.000
1.070	-77.000
1.080	-89.000
1.090	-99.000
1.100	-106.000
1.110	-111.000
1.120	-113.000
1.130	-113.000
1.140	-111.000
1.150	-105.000
1.160	-97.000
1.170	-87.000
1.180	-75.000
1.190	-62.000
1.200	-47.000
1.210	-32.000
1.220	-16.000
1.230	-1.000
1.240	15.000
1.250	30.000
1.260	44.000
1.270	56.000
1.280	67.000
1.290	76.000
1.300	84.000
1.310	89.000
1.320	91.000
1.330	92.000
1.340	92.000
1.350	88.000
1.360	81.000
1.370	73.000
1.380	63.000
1.390	53.000
1.400	40.000
1.410	28.000
1.420	15.000
1.430	1.000
1.440	-12.000
1.450	-24.000
1.460	-36.000
1.470	-47.000
1.480	-56.000
1.490	-64.000
1.500	-70.000
1.510	-74.000
1.520	-77.000
1.530	-78.000
1.540	-78.000
1.550	-75.000
1.560	-70.000
1.570	-64.000
1.580	-56.000
1.590	-47.000
1.600	-37.000
1.610	-27.000
1.620	-16.000
1.630	-4.000
1.640	6.000
1.650	17.000
1.660	27.000
1.670	35.000
1.680	43.000
1.690	50.000
1.700	55.000
1.710	59.000
1.720	61.000
1.730	61.000
1.740	61.000
1.750	59.000
1.760	55.000
1.770	50.000
1.780	43.000
1.790	35.000
1.800	27.000
1.810	19.000
1.820	10.000
1.830	0.000
1.840	-8.000
1.850	-17.000
1.860	-25.000
1.870	-32.000
1.880	-38.000
1.890	-43.000
1.900	-46.000
1.910	-49.000
1.920	-50.000
1.930	-50.000
1.940	-50.000
1.950	-48.000
1.960	-44.000
1.970	-39.000
1.980	-34.000
1.990	-27.000
2.000	-20.000
2.010	-13.000
2.020	-6.000
2.030	1.000
2.040	8.000
2.050	15.000
2.060	21.000
2.070	26.000
2.080	31.000
2.090	34.000
2.100	37.000
2.110	38.000
2.120	38.000
2.130	38.000
2.140	37.000
2.150	35.000
2.160	31.000
2.170	26.000
2.180	21.000
2.190	16.000
2.200	10.000
2.210	4.000
2.220	-1.000
2.230	-7.000
2.240	-12.000
2.250	-17.000
2.260	-21.000
2.270	-25.000
2.280	-28.000
2.290	-30.000
2.300	-31.000
2.310	-31.000
2.320	-31.000
2.330	-31.000
2.340	-28.000
2.350	-25.000
2.360	-22.000
2.370	-18.000
2.380	-13.000
2.390	-9.000
2.400	-4.000
2.410	1.000
2.420	5.000
2.430	9.000
2.440	13.000
2.450	16.000
2.460	18.000
2.470	20.000
2.480	21.000
2.490	22.000
2.500	22.000
2.510	22.000
2.520	21.000
2.530	19.000
2.540	17.000
2.550	14.000
2.560	10.000
2.570	7.000
2.580	3.000
2.590	0.000
2.600	-4.000
2.610	-7.000
2.620	-10.000
2.630	-13.000
2.640	-15.000
2.650	-16.000
2.660	-17.000
2.670	-18.000
2.680	-18.000
2.690	-18.000
2.700	-18.000
2.710	-17.000
2.720	-15.000
2.730	-12.000
2.740	-10.000
2.750	-7.000
2.760	-4.000
2.770	-2.000
2.780	1.000
2.790	4.000
2.800	6.000
2.810	8.000
2.820	9.000
2.830	11.000
2.840	11.000
2.850	12.000
2.860	12.000
2.870	12.000
2.880	12.000
2.890	10.000
2.900	9.000
2.910	7.000
2.920	5.000
2.930	3.000
2.940	0.000
2.950	-2.000
2.960	-4.000
2.970	-6.000
2.980	-7.000
2.990	-9.000
3.000	-10.000
3.010	-10.000
3.020	-10.000
3.030	-10.000
3.040	-10.000
3.050	-10.000
3.060	-10.000
3.070	-9.000
3.080	-7.000
3.090	-6.000
3.100	-4.000
3.110	-2.000
3.120	-1.000
3.130	1.000
3.140	2.000
3.150	3.000
3.160	4.000
3.170	5.000
3.180	6.000
3.190	6.000
3.200	6.000
3.210	6.000
3.220	6.000
3.230	6.000
3.240	5.000
3.250	3.000
3.260	2.000
3.270	1.000
3.280	-1.000
3.290	-2.000
3.300	-3.000
3.310	-4.000
3.320	-5.000
3.330	-6.000
3.340	-6.000
3.350	-6.000
3.360	-6.000
3.370	-6.000
3.380	-6.000
3.390	-6.000
3.400	-6.000
3.410	-5.000
3.420	-4.000
3.430	-3.000
3.440	-2.000
3.450	-1.000
3.460	0.000
3.470	1.000
3.480	2.000
3.490	2.000
3.500	2.000
3.510	3.000
3.520	3.000
3.530	3.000
3.540	3.000
3.550	3.000
3.560	3.000
3.570	2.000
3.580	1.000
3.590	0.000
3.600	-1.000
3.610	-1.000
3.620	-2.000
3.630	-3.000
3.640	-3.000
3.650	-4.000
3.660	-4.000
3.670	-4.000
3.680	-4.000
3.690	-4.000
