3.700	-4.000
3.710	-4.000
3.720	-4.000
3.730	-4.000
3.740	-3.000
3.750	-2.000
3.760	-1.000
3.770	-1.000
3.780	0.000
3.790	0.000
3.800	1.000
3.810	1.000
3.820	1.000
3.830	1.000
3.840	1.000
3.850	1.000
3.860	1.000
3.870	1.000
3.880	1.000
3.890	0.000
3.900	0.000
3.910	-1.000
3.920	-1.000
3.930	-2.000
3.940	-2.000
3.950	-2.000
3.960	-3.000
3.970	-3.000
3.980	-3.000
3.990	-3.000
4.000	-3.000
4.010	-3.000
4.020	-3.000
4.030	-3.000
4.040	-3.000
4.050	-2.000
4.060	-2.000
4.070	-1.000
4.080	-1.000
4.090	-1.000
4.100	0.000
4.110	0.000
4.120	0.000
4.130	0.000
4.140	0.000
4.150	0.000
4.160	0.000
4.170	0.000
4.180	0.000
4.190	0.000
4.200	0.000
4.210	-1.000
4.220	-1.000
4.230	-1.000
4.240	-2.000
4.250	-2.000
4.260	-2.000
4.270	-2.000
4.280	-2.000
4.290	-2.000
4.300	-2.000
4.310	-2.000
4.320	-2.000
4.330	-2.000
4.340	-2.000
4.350	-2.000
4.360	-2.000
4.370	-1.000
4.380	-1.000
4.390	-1.000
4.400	-1.000
4.410	-1.000
4.420	-1.000
4.430	-1.000
4.440	-1.000
4.450	-1.000
4.460	-1.000
4.470	-1.000
4.480	-1.000
4.490	-1.000
4.500	-1.000
4.510	-1.000
4.520	-1.000
4.530	-1.000
4.540	-1.000
4.550	-1.000
4.560	-1.000
4.570	-1.000
4.580	-1.000
4.590	-1.000
4.600	-1.000
4.610	-1.000
4.620	-1.000
4.630	-1.000
4.640	-1.000
4.650	-1.000
4.660	-1.000
4.670	-1.000
4.680	-1.000
4.690	-1.000
4.700	-1.000
4.710	-1.000
4.720	-1.000
4.730	-1.000
4.740	-1.000
4.750	-1.000
4.760	-1.000
4.770	-1.000
4.780	-1.000
4.790	-1.000
4.800	-1.000
4.810	-1.000
4.820	-1.000
4.830	-1.000
4.840	-1.000
4.850	-1.000
4.860	-1.000
4.870	-1.000
4.880	-1.000
4.890	-1.000
4.900	-1.000
4.910	-1.000
4.920	-1.000
4.930	-1.000
4.940	-1.000
4.950	-1.000
4.960	-1.000
4.970	-1.000
4.980	-1.000
4.990	-1.000
