0.000	182.000
0.010	183.000
0.020	183.000
0.030	183.000
0.040	183.000
0.050	183.000
0.060	183.000
0.070	183.000
0.080	183.000
0.090	184.000
0.100	184.000
0.110	184.000
0.120	184.000
0.130	184.000
0.140	184.000
0.150	184.000
0.160	184.000
0.170	185.000
0.180	185.000
0.190	185.000
0.200	185.000
0.210	185.000
0.220	185.000
0.230	185.000
0.240	185.000
0.250	185.000
0.260	185.000
0.270	185.000
0.280	185.000
0.290	185.000
0.300	185.000
0.310	185.000
0.320	185.000
0.330	186.000
0.340	186.000
0.350	187.000
0.360	188.000
0.370	188.000
0.380	188.000
0.390	188.000
0.400	188.000
0.410	188.000
0.420	188.000
0.430	188.000
0.440	186.000
0.450	183.000
0.460	178.000
0.470	167.000
0.480	150.000
0.490	128.000
0.500	100.000
0.510	68.000
0.520	34.000
0.530	-2.000
0.540	-37.000
0.550	-70.000
0.560	-101.000
0.570	-127.000
0.580	-148.000
0.590	-164.000
0.600	-172.000
0.610	-174.000
0.620	-170.000
0.630	-158.000
0.640	-139.000
0.650	-115.000
0.660	-87.000
0.670	-55.000
0.680	-21.000
0.690	14.000
0.700	47.000
0.710	79.000
0.720	107.000
0.730	131.000
0.740	150.000
0.750	162.000
0.760	168.000
0.770	169.000
0.780	162.000
0.790	148.000
0.800	128.000
0.810	103.000
0.820	74.000
0.830	42.000
0.840	9.000
0.850	-24.000
0.860	-57.000
0.870	-87.000
0.880	-114.000
0.890	-135.000
0.900	-151.000
0.910	-162.000
0.920	-165.000
0.930	-164.000
0.940	-154.000
0.950	-138.000
0.960	-117.000
0.970	-91.000
0.980	-62.000
0.990	-30.000
1.000	3.000
1.010	35.000
1.020	66.000
1.030	94.000
1.040	119.000
1.050	138.000
1.060	152.000
1.070	159.000
1.080	161.000
1.090	157.000
1.100	146.000
1.110	128.000
1.120	106.000
1.130	79.000
1.140	50.000
1.150	18.000
1.160	-14.000
1.170	-45.000
1.180	-75.000
1.190	-101.000
1.200	-123.000
1.210	-140.000
1.220	-152.000
1.230	-157.000
1.240	-157.000
1.250	-151.000
1.260	-137.000
1.270	-118.000
1.280	-95.000
1.290	-68.000
1.300	-38.000
1.310	-7.000
1.320	24.000
1.330	55.000
1.340	82.000
1.350	107.000
1.360	127.000
1.370	141.000
1.380	150.000
1.390	153.000
1.400	152.000
1.410	143.000
