x-axis,1,2
second,Volt,Volt
-960.0000E-03,,
-959.8000E-03,,
-959.6000E-03,,
-959.4000E-03,+490.2010E-03,+496.2311E-03
-959.2000E-03,+490.2010E-03,+496.4322E-03
-959.0000E-03,+490.2010E-03,+497.2362E-03
-958.8000E-03,+491.0050E-03,+496.6332E-03
-958.6000E-03,+490.8040E-03,+496.2311E-03
-958.4000E-03,+491.2060E-03,+496.6332E-03
-958.2000E-03,+490.5025E-03,+496.5327E-03
-958.0000E-03,+490.7035E-03,+496.7337E-03
-957.8000E-03,+491.2060E-03,+496.7337E-03
-957.6000E-03,+491.2060E-03,+497.2362E-03
-957.4000E-03,+490.8040E-03,+497.2362E-03
-957.2000E-03,+490.2010E-03,+496.5327E-03
-957.0000E-03,+490.7035E-03,+496.2311E-03
-956.8000E-03,+490.4020E-03,+496.1306E-03
-956.6000E-03,+490.7035E-03,+496.3317E-03
-956.4000E-03,+490.7035E-03,+497.1357E-03
-956.2000E-03,+490.5025E-03,+495.9296E-03
-956.0000E-03,+490.7035E-03,+496.7337E-03
-955.8000E-03,+490.9045E-03,+496.6332E-03
-955.6000E-03,+490.7035E-03,+496.7337E-03
-955.4000E-03,+490.7035E-03,+496.7337E-03
-955.2000E-03,+491.0050E-03,+496.5327E-03
-955.0000E-03,+491.2060E-03,+496.2311E-03
-954.8000E-03,+490.7035E-03,+496.5327E-03
-954.6000E-03,+490.7035E-03,+495.7286E-03
-954.4000E-03,+490.7035E-03,+495.7286E-03
-954.2000E-03,+490.5025E-03,+496.4322E-03
-954.0000E-03,+490.2010E-03,+496.7337E-03
-953.8000E-03,+490.0000E-03,+495.9296E-03
-953.6000E-03,+490.3015E-03,+496.2311E-03
-953.4000E-03,+490.3015E-03,+496.6332E-03
-953.2000E-03,+490.7035E-03,+496.5327E-03
-953.0000E-03,+491.2060E-03,+495.7286E-03
-952.8000E-03,+491.5075E-03,+496.3317E-03
-952.6000E-03,+491.3065E-03,+496.7337E-03
-952.4000E-03,+491.3065E-03,+496.3317E-03
-952.2000E-03,+490.7035E-03,+496.4322E-03
-952.0000E-03,+491.2060E-03,+496.7337E-03
-951.8000E-03,+490.9045E-03,+495.9296E-03
-951.6000E-03,+491.2060E-03,+496.2311E-03
-951.4000E-03,+490.8040E-03,+495.8291E-03
-951.2000E-03,+490.7035E-03,+495.9296E-03
-951.0000E-03,+490.7035E-03,+496.7337E-03
-950.8000E-03,+490.1005E-03,+495.8291E-03
-950.6000E-03,+490.2010E-03,+496.4322E-03
-950.4000E-03,+491.0050E-03,+496.8342E-03
