x-axis,1
second,Volt
-250.00000E-03,+2.78844211E+00
-249.95000E-03,+2.78994965E+00
-249.90000E-03,+2.79447226E+00
-249.85000E-03,+2.80452251E+00
-249.80000E-03,+2.81658281E+00
-249.75000E-03,+2.82864311E+00
-249.70000E-03,+2.84070341E+00
-249.65000E-03,+2.84974864E+00
-249.60000E-03,+2.85979889E+00
-249.55000E-03,+2.86934663E+00
-249.50000E-03,+2.88140693E+00
-249.45000E-03,+2.89748733E+00
-249.40000E-03,+2.91658281E+00
-249.35000E-03,+2.93869336E+00
-249.30000E-03,+2.96733658E+00
-249.25000E-03,+3.00200995E+00
-249.20000E-03,+3.03567829E+00
-249.15000E-03,+3.07236170E+00
-249.10000E-03,+3.10854261E+00
-249.05000E-03,+3.14221095E+00
-249.00000E-03,+3.17286421E+00
-248.95000E-03,+3.19698482E+00
-248.90000E-03,+3.22110542E+00
-248.85000E-03,+3.24321597E+00
-248.80000E-03,+3.26582904E+00
-248.75000E-03,+3.28844210E+00
-248.70000E-03,+3.31809034E+00
-248.65000E-03,+3.34824110E+00
-248.60000E-03,+3.38643205E+00
-248.55000E-03,+3.42763808E+00
-248.50000E-03,+3.46934662E+00
-248.45000E-03,+3.51457275E+00
-248.40000E-03,+3.55527627E+00
-248.35000E-03,+3.59346723E+00
-248.30000E-03,+3.62964813E+00
-248.25000E-03,+3.66281396E+00
-248.20000E-03,+3.68844210E+00
-248.15000E-03,+3.71055265E+00
-248.10000E-03,+3.73266320E+00
-248.05000E-03,+3.75427124E+00
-248.00000E-03,+3.77839185E+00
-247.95000E-03,+3.81105516E+00
-247.90000E-03,+3.85075365E+00
-247.85000E-03,+3.89497476E+00
-247.80000E-03,+3.94371848E+00
-247.75000E-03,+3.99447225E+00
-247.70000E-03,+4.04522601E+00
-247.65000E-03,+4.08793958E+00
-247.60000E-03,+4.13015064E+00
-247.55000E-03,+4.15829134E+00
-247.50000E-03,+4.18542702E+00
-247.45000E-03,+4.19497476E+00
-247.40000E-03,+4.21206018E+00
-247.35000E-03,+4.22412048E+00
-247.30000E-03,+4.24020089E+00
-247.25000E-03,+4.26834159E+00
-247.20000E-03,+4.30954762E+00
-247.15000E-03,+4.36180893E+00
-247.10000E-03,+4.42814058E+00
-247.05000E-03,+4.49195968E+00
-247.00000E-03,+4.54723606E+00
-246.95000E-03,+4.59798983E+00
-246.90000E-03,+4.63768832E+00
-246.85000E-03,+4.66582902E+00
-246.80000E-03,+4.63718581E+00
-246.75000E-03,+4.56482400E+00
-246.70000E-03,+4.42964812E+00
-246.65000E-03,+4.24773858E+00
-246.60000E-03,+4.01457275E+00
-246.55000E-03,+3.73567828E+00
-246.50000E-03,+3.43668331E+00
-246.45000E-03,+3.11507527E+00
-246.40000E-03,+2.81356774E+00
-246.35000E-03,+2.54422101E+00
-246.30000E-03,+2.30050242E+00
-246.25000E-03,+2.08492453E+00
-246.20000E-03,+1.89346724E+00
-246.15000E-03,+1.71507529E+00
-246.10000E-03,+1.55427127E+00
-246.05000E-03,+1.41959790E+00
-246.00000E-03,+1.30351750E+00
-245.95000E-03,+1.20200996E+00
-245.90000E-03,+1.10703509E+00
-245.85000E-03,+1.01859288E+00
-245.80000E-03,+932.16072E-03
-245.75000E-03,+841.20595E-03
-245.70000E-03,+762.31148E-03
-245.65000E-03,+689.44716E-03
-245.60000E-03,+623.11550E-03
-245.55000E-03,+563.31650E-03
-245.50000E-03,+509.54766E-03
-245.45000E-03,+461.30645E-03
-245.40000E-03,+418.09037E-03
-245.35000E-03,+381.90947E-03
-245.30000E-03,+359.29641E-03
-245.25000E-03,+331.15570E-03
-245.20000E-03,+321.10545E-03
-245.15000E-03,+294.47229E-03
-245.10000E-03,+278.39188E-03
-245.05000E-03,+250.25118E-03
-245.00000E-03,+223.11550E-03
-244.95000E-03,+206.03008E-03
-244.90000E-03,+178.39189E-03
-244.85000E-03,+166.33158E-03
-244.80000E-03,+148.24113E-03
-244.75000E-03,+130.15068E-03
-244.70000E-03,+126.13058E-03
-244.65000E-03,+119.09540E-03
-244.60000E-03,+111.05520E-03
-244.55000E-03,+109.04515E-03
-244.50000E-03,+107.53761E-03
-244.45000E-03,+100.50244E-03
-244.40000E-03,+93.96978E-03
-244.35000E-03,+87.93962E-03
-244.30000E-03,+85.42706E-03
-244.25000E-03,+74.87430E-03
-244.20000E-03,+60.30143E-03
-244.15000E-03,+51.75872E-03
-244.10000E-03,+49.74867E-03
-244.05000E-03,+47.23611E-03
-244.00000E-03,+47.23611E-03
-243.95000E-03,+44.72354E-03
-243.90000E-03,+44.72354E-03
-243.85000E-03,+46.73359E-03
-243.80000E-03,+47.23611E-03
-243.75000E-03,+47.23611E-03
-243.70000E-03,+47.23611E-03
-243.65000E-03,+47.23611E-03
-243.60000E-03,+47.23611E-03
-243.55000E-03,+42.71349E-03
-243.50000E-03,+37.18586E-03
-243.45000E-03,+29.14566E-03
-243.40000E-03,+23.61802E-03
-243.35000E-03,+17.58787E-03
-243.30000E-03,+13.56777E-03
-243.25000E-03,+12.06023E-03
-243.20000E-03,+12.06023E-03
-243.15000E-03,+15.57782E-03
-243.10000E-03,+25.62807E-03
-243.05000E-03,+33.16576E-03
-243.00000E-03,+34.67329E-03
-242.95000E-03,+33.16576E-03
-242.90000E-03,+26.63309E-03
-242.85000E-03,+22.61299E-03
-242.80000E-03,+17.58787E-03
-242.75000E-03,+12.06023E-03
-242.70000E-03,+10.55269E-03
-242.65000E-03,+9.54767E-03
-242.60000E-03,+9.54767E-03
-242.55000E-03,+9.54767E-03
-242.50000E-03,+9.54767E-03
-242.45000E-03,+12.56274E-03
-242.40000E-03,+18.59289E-03
-242.35000E-03,+28.64314E-03
-242.30000E-03,+35.67832E-03
-242.25000E-03,+34.67329E-03
-242.20000E-03,+30.65319E-03
-242.15000E-03,+23.61802E-03
-242.10000E-03,+17.58787E-03
-242.05000E-03,+13.56777E-03
-242.00000E-03,+12.06023E-03
-241.95000E-03,+9.54767E-03
-241.90000E-03,+9.54767E-03
-241.85000E-03,+9.54767E-03
-241.80000E-03,+9.54767E-03
-241.75000E-03,+9.54767E-03
-241.70000E-03,+15.07530E-03
-241.65000E-03,+28.64314E-03
-241.60000E-03,+38.69339E-03
-241.55000E-03,+42.21098E-03
-241.50000E-03,+39.69842E-03
-241.45000E-03,+34.17078E-03
-241.40000E-03,+26.13058E-03
-241.35000E-03,+18.09038E-03
-241.30000E-03,+14.57279E-03
